"ll_gissqft","ll_gisacre","landval","parval","usedesc","city"
10594,0.24319,60000,423360,"Residential","Dallas"
59023,1.35496,135600,222610,"Residential","Dallas"
6619,0.15195,25000,117760,"Residential","Dallas"
7041,0.16164,35000,173860,"Residential","Dallas"
2445,0.05613,50000,376960,"Residential","Dallas"
8952,0.20551,44750,163000,"Residential","Dallas"
30010,0.68891,40000,40000,"Residential","Dallas"
6122,0.14054,40000,117110,"Residential","Dallas"
7703,0.17683,40000,178090,"Residential","Dallas"
12762,0.29297,63790,151440,"Residential","Dallas"
10503,0.24111,40000,129200,"Residential","Dallas"
11199,0.25709,35000,149860,"Residential","Dallas"
7135,0.16379,44000,166560,"Residential","Dallas"
12379,0.28419,30940,120300,"Residential","Dallas"
63299,1.45312,79240,165370,"Residential","Dallas"
11851,0.27205,48000,156880,"Residential","Dallas"
7545,0.17321,30000,142560,"Residential","Dallas"
6082,0.13962,40000,108770,"Residential","Dallas"
14690,0.33723,74320,377580,"Residential","Dallas"
3800,0.08722,15000,24500,"Residential","Dallas"
7450,0.17102,24000,107660,"Residential","Dallas"
7670,0.17608,19000,19000,"Residential","Dallas"
7993,0.1835,38000,150000,"Residential","Dallas"
15353,0.35246,20000,118880,"Residential","Dallas"
2430,0.05578,15000,34380,"Residential","Dallas"
10394,0.23861,40000,97000,"Residential","Dallas"
2683,0.06159,50000,334360,"Residential","Dallas"
10307,0.23661,45000,368660,"Residential","Dallas"
13130,0.30141,40000,178930,"Residential","Dallas"
64760,1.48665,132840,390850,"Residential","Dallas"
29851,0.68526,162000,162000,"Commercial","Dallas"
12762,0.29297,63790,154050,"Residential","Dallas"
12379,0.28418,61880,113360,"Residential","Dallas"
13497,0.30984,26980,26980,"Commercial","Dallas"
14548,0.33398,21790,165380,"Residential","Dallas"
6002,0.13778,30000,153270,"Residential","Dallas"
15427,0.35415,20000,210620,"Residential","Dallas"
34519,0.79244,35820,35820,"Residential","Dallas"
7878,0.18084,38000,186810,"Residential","Dallas"
8323,0.19106,38000,161540,"Residential","Dallas"
7767,0.17829,40000,167230,"Residential","Dallas"
18451,0.42358,40000,206580,"Residential","Dallas"
8454,0.19408,38000,190340,"Residential","Dallas"
13218,0.30344,40000,112690,"Residential","Dallas"
2749,0.0631,50000,351770,"Residential","Dallas"
10068,0.23113,40000,187480,"Residential","Dallas"
8828,0.20267,38000,176530,"Residential","Dallas"
3032,0.06959,50000,338050,"Residential","Dallas"
2333,0.05355,50000,337820,"Residential","Dallas"
8686,0.19941,100,100,"Residential","Dallas"
24609,0.56492,123060,221860,"Commercial","Dallas"
5095,0.11697,40000,252310,"Residential","Dallas"
10008,0.22975,40000,131450,"Residential","Dallas"
17087,0.39225,40000,270160,"Residential","Dallas"
7789,0.1788,30000,141090,"Residential","Dallas"
22129,0.508,55440,248130,"Residential","Dallas"
23315,0.53523,116530,116530,"Commercial","Dallas"
81686,1.87521,72120,287300,"Residential","Dallas"
4023,0.09236,40000,93200,"Residential","Dallas"
12483,0.28655,62390,163060,"Residential","Dallas"
77978,1.79009,156210,2100000,"Commercial","Dallas"
5166,0.1186,25000,117890,"Residential","Dallas"
14029,0.32206,16000,171410,"Residential","Dallas"
6752,0.15501,38000,167220,"Residential","Dallas"
7498,0.17214,30000,131460,"Residential","Dallas"
4937,0.11333,40000,40000,"Residential","Dallas"
2364,0.05428,15000,38640,"Residential","Dallas"
12379,0.28418,61880,61880,"Commercial","Dallas"
6752,0.155,39000,100000,"Residential","Dallas"
38613,0.88642,50000,360000,"Residential","Dallas"
10068,0.23114,40000,128760,"Residential","Dallas"
4010,0.09206,25000,103230,"Residential","Dallas"
9363,0.21495,46800,139240,"Residential","Dallas"
8553,0.19634,35000,153790,"Residential","Dallas"
11204,0.25721,38000,197030,"Residential","Dallas"
10015,0.2299,40000,196400,"Residential","Dallas"
6981,0.16027,100,100,"Residential","Dallas"
3311,0.07601,15000,26010,"Residential","Dallas"
27049,0.62094,40160,127880,"Residential","Dallas"
12754,0.2928,63750,63750,"Commercial","Dallas"
30009,0.6889,40000,242090,"Residential","Dallas"
10008,0.22975,40000,213440,"Residential","Dallas"
14433,0.33132,89990,89990,"Commercial","Dallas"
9378,0.21529,46880,150440,"Residential","Dallas"
11804,0.27097,48000,145930,"Residential","Dallas"
7563,0.17361,38000,195580,"Residential","Dallas"
12503,0.28703,40000,166530,"Residential","Dallas"
6661,0.15292,30000,191690,"Residential","Dallas"
7198,0.16524,30000,162890,"Residential","Dallas"
7454,0.17112,40000,256030,"Residential","Dallas"
10739,0.24653,40000,227780,"Residential","Dallas"
30010,0.68891,40000,184340,"Residential","Dallas"
5104,0.11716,25000,111870,"Residential","Dallas"
7155,0.16425,40000,40000,"Residential","Dallas"
42324,0.97161,77000,920000,"Commercial","Dallas"
13577,0.31167,40000,181950,"Residential","Dallas"
9042,0.20756,44910,44910,"Commercial","Dallas"
9949,0.22839,39000,45170,"Residential","Dallas"
10884,0.24985,40000,185320,"Residential","Dallas"
10404,0.23883,39000,117060,"Residential","Dallas"
63503,1.45779,299960,533510,"Commercial","Dallas"
4002,0.09187,40000,204860,"Residential","Dallas"
13659,0.31356,40000,199250,"Residential","Dallas"
12004,0.27557,60000,60000,"Commercial","Dallas"
7996,0.18355,38000,176830,"Residential","Dallas"
10407,0.2389,25000,126610,"Residential","Dallas"
10187,0.23386,30000,126290,"Residential","Dallas"
30238,0.69415,75150,75150,"Commercial","Dallas"
7256,0.16658,24000,117190,"Residential","Dallas"
7792,0.17887,40000,156270,"Residential","Dallas"
30104,0.69108,40000,139030,"Residential","Dallas"
7563,0.17361,38000,166990,"Residential","Dallas"
12557,0.28825,25090,25090,"Commercial","Dallas"
10068,0.23113,40000,188630,"Residential","Dallas"
23316,0.53526,21400,221990,"Residential","Dallas"
2430,0.05578,15000,34380,"Residential","Dallas"
10890,0.24999,60000,454000,"Residential","Dallas"
2553,0.0586,50000,338980,"Residential","Dallas"
5056,0.11608,7190,238050,"Residential","Dallas"
2421,0.05558,15000,30580,"Residential","Dallas"
10306,0.23658,51510,140000,"Residential","Dallas"
5544,0.12727,45000,290420,"Residential","Dallas"
6459,0.14827,30000,135100,"Residential","Dallas"
9942,0.22822,40000,150620,"Residential","Dallas"
7982,0.18324,40000,175590,"Residential","Dallas"
10068,0.23114,40000,177000,"Residential","Dallas"
4843,0.11119,40000,153760,"Residential","Dallas"
5901,0.13546,40000,144170,"Residential","Dallas"
8897,0.20423,44470,121410,"Residential","Dallas"
12004,0.27557,60000,60000,"Commercial","Dallas"
3101,0.07119,19440,204000,"Commercial","Dallas"
3376,0.0775,20250,81000,"Commercial","Dallas"
137023,3.14554,273960,2472190,"Commercial","Dallas"
19472,0.44701,38590,231690,"Commercial","Dallas"
39238,0.90075,76510,495630,"Commercial","Dallas"
14690,0.33723,70680,70680,"Commercial","Dallas"
18942,0.43483,94790,157100,"Commercial","Dallas"
15035,0.34516,75150,228130,"Commercial","Dallas"
8667,0.19897,52870,103710,"Commercial","Dallas"
13336,0.30614,26660,26660,"Commercial","Dallas"
16456,0.37776,82250,135100,"Commercial","Dallas"
54941,1.26124,77970,92010,"Commercial","Dallas"
16556,0.38007,82770,656670,"Commercial","Dallas"
13788,0.31653,20270,112940,"Commercial","Dallas"
25771,0.5916,127400,127400,"Commercial","Dallas"
3626,0.08324,18130,18130,"Commercial","Dallas"
11716,0.26896,58000,58000,"Commercial","Dallas"
3104,0.07125,22950,85000,"Commercial","Dallas"
20372,0.46768,39630,111170,"Commercial","Dallas"
13376,0.30707,26740,26740,"Commercial","Dallas"
12755,0.2928,63750,353740,"Commercial","Dallas"
11380,0.26123,65000,88730,"Commercial","Dallas"
12013,0.27577,60000,60000,"Commercial","Dallas"
9948,0.22838,49730,49730,"Commercial","Dallas"
17006,0.39039,102000,172000,"Commercial","Dallas"
10388,0.23847,61160,231000,"Commercial","Dallas"
55568,1.27563,110860,721210,"Commercial","Dallas"
6412,0.14719,12890,118480,"Commercial","Dallas"
25009,0.57411,125000,125000,"Commercial","Dallas"
29851,0.68526,162000,162000,"Commercial","Dallas"
13497,0.30984,26980,26980,"Commercial","Dallas"
24609,0.56492,123060,221860,"Commercial","Dallas"
23315,0.53523,116530,116530,"Commercial","Dallas"
77978,1.79009,156210,2100000,"Commercial","Dallas"
12379,0.28418,61880,61880,"Commercial","Dallas"
12754,0.2928,63750,63750,"Commercial","Dallas"
14433,0.33132,89990,89990,"Commercial","Dallas"
42324,0.97161,77000,920000,"Commercial","Dallas"
9042,0.20756,44910,44910,"Commercial","Dallas"
63503,1.45779,299960,533510,"Commercial","Dallas"
12004,0.27557,60000,60000,"Commercial","Dallas"
30238,0.69415,75150,75150,"Commercial","Dallas"
12557,0.28825,25090,25090,"Commercial","Dallas"
10502,0.24109,50180,137020,"Commercial","Dallas"
49178,1.12896,293400,1693480,"Commercial","Dallas"
42014,0.96449,250910,1017860,"Commercial","Dallas"
5788,0.13286,35280,185900,"Commercial","Dallas"
32222,0.7397,64380,714390,"Commercial","Dallas"
16589,0.38082,33090,112090,"Commercial","Dallas"
9919,0.2277,59560,59560,"Commercial","Dallas"
1168,0.02681,7310,7850,"Commercial","Dallas"
15003,0.34441,75000,75000,"Commercial","Dallas"
67223,1.54319,135540,254770,"Commercial","Dallas"
2103,0.04828,10510,129020,"Commercial","Dallas"
12956,0.29743,77700,207010,"Commercial","Dallas"
14350,0.32941,57340,57340,"Commercial","Dallas"
14441,0.33152,90000,119050,"Commercial","Dallas"
38909,0.89321,232950,516540,"Commercial","Dallas"
12004,0.27557,60000,60000,"Commercial","Dallas"
8759,0.20108,52510,75700,"Commercial","Dallas"
11254,0.25835,56250,425000,"Commercial","Dallas"
13532,0.31066,27060,27060,"Commercial","Dallas"
49544,1.13735,297180,297180,"Commercial","Dallas"
12147,0.27885,73840,74840,"Commercial","Dallas"
14700,0.33746,83900,91000,"Commercial","Dallas"
11473,0.26337,57370,231750,"Commercial","Dallas"
15209,0.34914,31200,159600,"Commercial","Dallas"
37318,0.85668,71700,92370,"Commercial","Dallas"
12180,0.27961,24000,105500,"Commercial","Dallas"
21594,0.49572,130350,130350,"Commercial","Dallas"
10357,0.23775,53250,77070,"Commercial","Dallas"
19807,0.4547,118800,245700,"Commercial","Dallas"
11604,0.26639,58000,58000,"Commercial","Dallas"
8812,0.2023,44000,44000,"Commercial","Dallas"
9123,0.20943,54620,261000,"Commercial","Dallas"
4343,0.09969,26070,26070,"Commercial","Dallas"
13258,0.30435,79450,215000,"Commercial","Dallas"
48300,1.1088,241320,241320,"Commercial","Dallas"
18306,0.42024,91480,91480,"Commercial","Dallas"
7265,0.16679,36480,178990,"Commercial","Dallas"
14455,0.33184,86700,89220,"Commercial","Dallas"
9325,0.21407,55670,55670,"Commercial","Dallas"
20007,0.45929,1e+05,100000,"Commercial","Dallas"
15005,0.34447,75000,75000,"Commercial","Dallas"
8703,0.19979,43500,43500,"Commercial","Dallas"
11770,0.2702,70460,147010,"Commercial","Dallas"
13416,0.30798,26820,26820,"Commercial","Dallas"
50760,1.16527,253720,253720,"Commercial","Dallas"
41753,0.95851,208650,208650,"Commercial","Dallas"
12005,0.27559,60000,60000,"Commercial","Dallas"
15335,0.35204,91980,399360,"Commercial","Dallas"
12004,0.27557,60000,60000,"Commercial","Dallas"
14255,0.32724,85500,143280,"Commercial","Dallas"
9162,0.21032,45960,45960,"Commercial","Dallas"
23794,0.54622,121200,255000,"Commercial","Dallas"
21127,0.485,42240,42240,"Commercial","Dallas"
9660,0.22176,52060,150000,"Commercial","Dallas"
2108,0.0484,2110,2110,"Commercial","Dallas"
22277,0.5114,67500,214510,"Commercial","Dallas"
18544,0.42571,6170,6170,"Commercial","Dallas"
1902,0.04367,3750,80000,"Commercial","Dallas"
20269,0.4653,61440,1317370,"Commercial","Dallas"
566238,12.99876,261360,261360,"Commercial","Dallas"
34176,0.78455,68320,68320,"Commercial","Dallas"
23719,0.54449,236700,401850,"Commercial","Dallas"
35629,0.8179,70480,343390,"Commercial","Dallas"
103449,2.37482,101600,1569860,"Commercial","Dallas"
9422,0.21629,24860,24860,"Commercial","Dallas"
1733,0.03977,3750,3750,"Commercial","Dallas"
133815,3.07191,204190,205500,"Commercial","Dallas"
22376,0.51367,223460,541200,"Commercial","Dallas"
17448,0.40055,36750,36750,"Commercial","Dallas"
21738,0.49903,22560,194000,"Commercial","Dallas"
19791,0.45434,59360,842790,"Commercial","Dallas"
161696,3.71194,161780,2110890,"Commercial","Dallas"
162663,3.73415,28750,164070,"Commercial","Dallas"
2322,0.0533,11310,11310,"Commercial","Dallas"
7158,0.16433,43130,177060,"Commercial","Dallas"
82188,1.88674,128070,485840,"Commercial","Dallas"
77198,1.77219,231300,1508000,"Commercial","Dallas"
3431,0.07876,6970,63790,"Commercial","Dallas"
189516,4.35061,187960,504000,"Commercial","Dallas"
9487,0.2178,35000,35000,"Commercial","Dallas"
8764,0.2012,51980,273000,"Commercial","Dallas"
18630,0.42769,74500,318780,"Commercial","Dallas"
31317,0.71892,107100,739820,"Commercial","Dallas"
58747,1.34862,88000,324620,"None","Dallas"
66509,1.52681,88000,88000,"None","Dallas"
55271,1.26881,80000,323850,"None","Dallas"
257067,5.90133,115000,218280,"None","Dallas"
31037,0.7125,63250,354390,"None","Dallas"
27817,0.63858,57500,313000,"None","Dallas"
31169,0.71553,63250,344990,"None","Dallas"
35623,0.81778,57500,347770,"None","Dallas"
33259,0.76351,57500,291490,"None","Dallas"
31450,0.72197,57500,315140,"None","Dallas"
32512,0.74635,57500,259810,"None","Dallas"
34890,0.80094,57500,315400,"None","Dallas"
32512,0.74636,57500,339840,"None","Dallas"
141494,3.24818,1e+05,370740,"None","Dallas"
157371,3.61267,15000,78690,"None","Dallas"
745281,17.10894,276812,489032,"None","Dallas"
166016,3.81113,105000,109620,"None","Dallas"
192141,4.41086,110000,286790,"None","Dallas"
69323,1.5914,80000,230000,"None","Dallas"
44551,1.02272,49000,49000,"None","Dallas"
45071,1.03466,49000,49000,"None","Dallas"
33523,0.76956,57500,291950,"None","Dallas"
32512,0.74635,57500,356420,"None","Dallas"
33920,0.77867,57500,347880,"None","Dallas"
45206,1.03778,49000,49000,"None","Dallas"
45118,1.03575,49000,49000,"None","Dallas"
44218,1.01508,49000,49000,"None","Dallas"
44855,1.0297,49000,49000,"None","Dallas"
32515,0.74643,57500,350970,"None","Dallas"
32515,0.74643,57500,299870,"None","Dallas"
46342,1.06384,49000,49000,"None","Dallas"
46195,1.06048,49000,49000,"None","Dallas"
32512,0.74635,57500,409980,"None","Dallas"
32712,0.75096,57500,336090,"None","Dallas"
32577,0.74785,63250,264330,"None","Dallas"
217835,5.00069,110000,433610,"None","Dallas"
32847,0.75406,57500,342480,"None","Dallas"
140249,3.21962,161000,683660,"None","Dallas"
32515,0.74643,63250,363730,"None","Dallas"
44998,1.03298,49000,49000,"None","Dallas"
46428,1.06583,53900,53900,"None","Dallas"
44956,1.03203,49000,49000,"None","Dallas"
42486,0.97531,61600,61600,"None","Dallas"
45303,1.03999,56000,56000,"None","Dallas"
32515,0.74643,57500,282000,"None","Dallas"
35070,0.80508,57500,297410,"None","Dallas"
44543,1.02253,61600,61600,"None","Dallas"
236976,5.44012,110000,333150,"None","Dallas"
44645,1.0249,77000,351740,"None","Dallas"
32515,0.74643,57500,292360,"None","Dallas"
46753,1.07329,49000,49000,"None","Dallas"
30564,0.70164,57500,322380,"None","Dallas"
33118,0.76026,57500,367280,"None","Dallas"
54295,1.24643,43350,43350,"None","Dallas"
69956,1.60593,80000,80000,"None","Dallas"
34430,0.79038,57500,297620,"None","Dallas"
43658,1.00223,77000,336720,"None","Dallas"
44458,1.0206,53900,53900,"None","Dallas"
46629,1.07044,53900,53900,"None","Dallas"
44598,1.02381,49000,49000,"None","Dallas"
46155,1.05954,49000,49000,"None","Dallas"
31871,0.73164,57500,291910,"None","Dallas"
33373,0.76611,57500,313670,"None","Dallas"
32515,0.74643,57500,346970,"None","Dallas"
33388,0.76646,57500,316510,"None","Dallas"
44253,1.0159,49000,49000,"None","Dallas"
45176,1.03707,56000,56000,"None","Dallas"
32515,0.74643,57500,327720,"None","Dallas"
45443,1.0432,53900,61060,"None","Dallas"
44702,1.02619,49000,49000,"None","Dallas"
32982,0.75716,57500,366970,"None","Dallas"
32515,0.74643,57500,346170,"None","Dallas"
33472,0.7684,63250,311290,"None","Dallas"
31590,0.7252,57500,315550,"None","Dallas"
35254,0.80931,57500,430070,"None","Dallas"
32011,0.73486,57500,279000,"None","Dallas"
31993,0.73444,57500,283040,"None","Dallas"
32515,0.74643,57500,311950,"None","Dallas"
68511,1.57276,40000,40000,"None","Dallas"
43151,0.99059,46880,91750,"None","Dallas"
46543,1.06845,46880,136620,"None","Dallas"
43151,0.99059,7500,33980,"None","Dallas"
31705,0.72783,57500,340870,"None","Dallas"
67318,1.54538,80000,449900,"None","Dallas"
175738,4.03431,105000,320240,"None","Dallas"
78853,1.81017,81900,81900,"None","Dallas"
68303,1.56799,80000,428610,"None","Dallas"
68553,1.57372,50000,50000,"None","Dallas"
97971,2.24905,52800,326470,"None","Dallas"
30911,0.7096,57500,341930,"None","Dallas"
33117,0.76025,57500,339210,"None","Dallas"
50139,1.15101,51560,51570,"None","Dallas"
43067,0.98867,46880,100760,"None","Dallas"
43178,0.99121,46880,71480,"None","Dallas"
43146,0.99048,46880,81810,"None","Dallas"
46466,1.06669,46880,46880,"None","Dallas"
46492,1.06728,46880,83580,"None","Dallas"
46415,1.06552,46880,95360,"None","Dallas"
46390,1.06494,46880,85600,"None","Dallas"
46619,1.0702,46880,48110,"None","Dallas"
46364,1.06435,46880,82030,"None","Dallas"
46339,1.06377,46880,82800,"None","Dallas"
50713,1.16418,46880,48530,"None","Dallas"
46288,1.0626,46880,99500,"None","Dallas"
46262,1.06201,46880,71500,"None","Dallas"
43151,0.99058,46880,111440,"None","Dallas"
43151,0.99059,46880,80340,"None","Dallas"
43151,0.99059,46880,71570,"None","Dallas"
43151,0.99059,46880,47680,"None","Dallas"
43151,0.99058,46880,97690,"None","Dallas"
43151,0.99059,46880,50150,"None","Dallas"
67356,1.54626,64000,295000,"None","Dallas"
66404,1.52439,64000,271270,"None","Dallas"
66736,1.53201,64000,208560,"None","Dallas"
66743,1.53217,64000,290029,"None","Dallas"
57289,1.31516,62500,176460,"None","Dallas"
579536,13.30404,266280,621000,"None","Dallas"
36036,0.82726,57500,294610,"None","Dallas"
31309,0.71875,57500,294300,"None","Dallas"
32512,0.74635,63250,331900,"None","Dallas"
31785,0.72967,57500,328780,"None","Dallas"
43141,0.99037,46880,90520,"None","Dallas"
46593,1.06961,46880,84050,"None","Dallas"
58618,1.34565,51560,52510,"None","Dallas"
43151,0.9906,46880,67820,"None","Dallas"
66712,1.53146,64000,224350,"None","Dallas"
66407,1.52446,64000,274100,"None","Dallas"
48001,1.10192,26250,182350,"None","Dallas"
34525,0.79256,57500,299740,"None","Dallas"
33253,0.76336,57500,327330,"None","Dallas"
33795,0.7758,57500,297000,"None","Dallas"
32512,0.74635,57500,285380,"None","Dallas"
32152,0.73808,57500,325430,"None","Dallas"
32512,0.74636,57500,304780,"None","Dallas"
32292,0.7413,57500,306720,"None","Dallas"
32512,0.74635,57500,313140,"None","Dallas"
32551,0.74725,57500,329950,"None","Dallas"
33389,0.76649,63250,345510,"None","Dallas"
35436,0.81347,57500,330270,"None","Dallas"
31548,0.72424,57500,347500,"None","Dallas"
44541,1.0225,62500,62500,"None","Dallas"
46568,1.06903,46880,67130,"None","Dallas"
69007,1.58414,80000,245530,"None","Dallas"
69639,1.59867,80000,321660,"None","Dallas"
70272,1.61319,80000,346700,"None","Dallas"
33018,0.75798,57500,299310,"None","Dallas"
49419,1.13449,60000,350000,"None","Dallas"
45069,1.03463,56000,56000,"None","Dallas"
44771,1.02777,56000,56000,"None","Dallas"
44840,1.02936,49000,49000,"None","Dallas"
31700,0.72773,57500,346090,"None","Dallas"
31675,0.72714,57500,321450,"None","Dallas"
50350,1.15585,62500,403530,"None","Dallas"
264174,6.06447,115000,444930,"None","Dallas"
71615,1.64401,72074,258634,"None","Dallas"
69792,1.60216,32800,244640,"None","Dallas"
71754,1.64722,80000,320860,"None","Dallas"
62340,1.43109,80000,274530,"None","Dallas"
33430,0.76742,57500,332880,"None","Dallas"
126333,2.90015,90000,411420,"None","Dallas"
34804,0.79898,63250,331270,"None","Dallas"
43104,0.98951,36000,75000,"None","Dallas"
46313,1.06318,46880,110200,"None","Dallas"
143487,3.29394,90000,207760,"None","Dallas"
526759,12.09247,266360,942210,"None","Dallas"
305084,7.00362,125000,474510,"None","Dallas"
46517,1.06786,46880,92390,"None","Dallas"
265622,6.09772,115000,332430,"None","Dallas"
217924,5.00274,99000,431640,"None","Dallas"
97896,2.24734,63000,301930,"None","Dallas"
44828,1.0291,53900,53900,"None","Dallas"
55269,1.26877,53900,53900,"None","Dallas"
43766,1.0047,53900,53900,"None","Dallas"
44568,1.02311,49000,49000,"None","Dallas"
45161,1.03673,49000,49000,"None","Dallas"
916729,21.04477,243000,243000,"None","Dallas"
130383,2.99312,78750,78750,"None","Dallas"
45049,1.03415,56000,56000,"None","Dallas"
242380,5.56416,115000,115000,"None","Dallas"
136180,3.12621,75000,84060,"None","Dallas"
45522,1.04501,53900,53900,"None","Dallas"
52584,1.20714,51560,109420,"None","Dallas"
87178,2.0013,135000,266355,"None","Dallas"
68332,1.56866,80000,403810,"None","Dallas"
44390,1.01904,90000,437766,"None","Dallas"
80099,1.83877,120000,324160,"None","Dallas"
96287,2.21041,135000,361600,"None","Dallas"
24692,0.56685,33750,65880,"None","Dallas"
47482,1.09001,60000,211700,"None","Dallas"
460718,10.57642,288530,541140,"None","Dallas"
24476,0.56188,33750,116220,"None","Dallas"
81690,1.8753,135000,300000,"None","Dallas"
42732,0.98097,62500,306060,"None","Dallas"
70748,1.62411,72000,335770,"None","Dallas"
59494,1.36577,80000,306790,"None","Dallas"
41692,0.9571,62500,335140,"None","Dallas"
49089,1.12691,60000,340600,"None","Dallas"
33813,0.77623,57500,343720,"None","Dallas"
33813,0.77622,63250,331220,"None","Dallas"
38574,0.88552,62500,300780,"None","Dallas"
89408,2.05248,135000,411110,"None","Dallas"
48313,1.1091,113370,123710,"None","Dallas"
379903,8.72118,126156,700334,"None","Dallas"
34647,0.79536,57500,248430,"None","Dallas"
33822,0.77643,57500,271590,"None","Dallas"
33277,0.76393,57500,190730,"None","Dallas"
37124,0.85224,63250,295780,"None","Dallas"
33025,0.75813,57500,135000,"None","Dallas"
84146,1.93169,90000,219680,"None","Dallas"
144532,3.31792,1e+05,292470,"None","Dallas"
83129,1.90833,90000,301780,"None","Dallas"
31519,0.72355,57500,196950,"None","Dallas"
258448,5.93303,70130,208720,"None","Dallas"
2084,0.04785,30000,165280,"None","Dallas"
235129,5.39771,82500,105380,"None","Dallas"
184342,4.23181,78750,108140,"None","Dallas"
32553,0.7473,57500,131790,"None","Dallas"
22504,0.51661,55500,162450,"None","Dallas"
42437,0.97419,62500,296610,"None","Dallas"
90927,2.08735,148500,381310,"None","Dallas"
81525,1.87152,135000,357040,"None","Dallas"
102792,2.35974,150000,383540,"None","Dallas"
45030,1.03372,46880,55740,"None","Dallas"
134199,3.08073,142500,391920,"None","Dallas"
40455,0.92869,62500,289670,"None","Dallas"
33277,0.76392,57500,244530,"None","Dallas"
86606,1.98816,135000,497350,"None","Dallas"
55986,1.28525,72000,293680,"None","Dallas"
34046,0.78157,62500,238560,"None","Dallas"
217842,5.00086,110000,235000,"None","Dallas"
88477,2.03111,135000,394390,"None","Dallas"
87832,2.01629,135000,432320,"None","Dallas"
90084,2.06801,135000,356570,"None","Dallas"
29941,0.68734,60000,210000,"None","Dallas"
42781,0.9821,62500,232750,"None","Dallas"
47541,1.09137,93750,339120,"None","Dallas"
83872,1.9254,135000,412840,"None","Dallas"
43452,0.99751,93750,300400,"None","Dallas"
41311,0.94834,93750,284340,"None","Dallas"
37747,0.86654,62500,303920,"None","Dallas"
37086,0.85136,62500,217490,"None","Dallas"
41544,0.95371,93750,299980,"None","Dallas"
84182,1.93251,135000,320710,"None","Dallas"
36399,0.8356,62500,240680,"None","Dallas"
39574,0.90847,62500,308050,"None","Dallas"
64987,1.49187,80000,260800,"None","Dallas"
91327,2.09653,135000,290000,"None","Dallas"
30005,0.68881,12500,267270,"None","Dallas"
67922,1.55925,80000,280024,"None","Dallas"
45769,1.05069,93750,360340,"None","Dallas"
31228,0.71689,57500,268510,"None","Dallas"
78647,1.80546,135000,264010,"None","Dallas"
174269,4.00057,173250,364390,"None","Dallas"
87568,2.01024,135000,345000,"None","Dallas"
33625,0.77192,62500,376980,"None","Dallas"
26455,0.6073,86250,355330,"None","Dallas"
36843,0.84578,93750,318870,"None","Dallas"
39683,0.91099,90000,300000,"None","Dallas"
34164,0.78428,57500,294170,"None","Dallas"
37986,0.87201,57500,252550,"None","Dallas"
77425,1.77739,135000,365810,"None","Dallas"
40455,0.92869,93750,300750,"None","Dallas"
91410,2.09844,135000,288910,"None","Dallas"
90789,2.08419,135000,342190,"None","Dallas"
42801,0.98256,62500,370430,"None","Dallas"
62297,1.4301,80000,323554,"None","Dallas"
34478,0.79148,57500,283200,"None","Dallas"
49145,1.1282,42750,43470,"None","Dallas"
41565,0.95418,35630,95310,"None","Dallas"
183466,4.21172,75000,271960,"None","Dallas"
394048,9.04591,33530,318720,"None","Dallas"
187608,4.30681,75000,281620,"None","Dallas"
388898,8.92768,176250,365770,"None","Dallas"
44022,1.01058,45000,83000,"None","Dallas"
185054,4.24818,75000,297450,"None","Dallas"
95634,2.1954,67500,280110,"None","Dallas"
47992,1.10172,45000,187210,"None","Dallas"
23179,0.5321,33750,101180,"None","Dallas"
95668,2.1962,135000,436070,"None","Dallas"
43163,0.99087,45000,234960,"None","Dallas"
30122,0.69149,57500,213360,"None","Dallas"
87627,2.01159,135000,321040,"None","Dallas"
45636,1.04765,93750,302010,"None","Dallas"
42945,0.98587,93750,409750,"None","Dallas"
28891,0.66322,167230,261380,"None","Dallas"
84486,1.9395,135000,334300,"None","Dallas"
61268,1.4065,80000,353590,"None","Dallas"
59962,1.3765,36000,312380,"None","Dallas"
41803,0.95964,45000,112960,"None","Dallas"
348715,8.00524,135000,396350,"None","Dallas"
49920,1.14597,45000,199940,"None","Dallas"
43663,1.00233,126760,158810,"None","Dallas"
22574,0.51822,33750,122620,"None","Dallas"
60798,1.39569,62500,282850,"None","Dallas"
45427,1.04283,90000,408140,"None","Dallas"
84271,1.93457,135000,285000,"None","Dallas"
43064,0.9886,62500,386940,"None","Dallas"
42891,0.98461,90000,330000,"None","Dallas"
29067,0.66728,33750,45540,"None","Dallas"
34279,0.78692,57500,310030,"None","Dallas"
269212,6.18012,77630,77630,"None","Dallas"
123234,2.82901,150000,472820,"None","Dallas"
173316,3.97869,1080,1080,"None","Dallas"
42770,0.98184,126760,317360,"None","Dallas"
35735,0.82036,103940,112590,"None","Dallas"
26428,0.60668,37130,37510,"None","Dallas"
47763,1.09646,93750,293610,"None","Dallas"
183059,4.20238,78750,90750,"None","Dallas"
31363,0.71998,57500,196690,"None","Dallas"
251678,5.7776,113240,113240,"None","Dallas"
49871,1.14486,50000,370757,"None","Dallas"
23425,0.53774,33750,86480,"None","Dallas"
42548,0.97674,45000,71340,"None","Dallas"
24637,0.56557,32060,32060,"None","Dallas"
54101,1.24195,93750,492510,"None","Dallas"
88698,2.03619,135000,474520,"None","Dallas"
28495,0.65415,33750,35050,"None","Dallas"
33782,0.7755,57500,312200,"None","Dallas"
39860,0.91504,45000,81540,"None","Dallas"
28282,0.64924,33750,33750,"None","Dallas"
31090,0.71371,57500,191970,"None","Dallas"
89041,2.04405,135000,232996,"None","Dallas"
